DÍA		COMPRA 	DOLAR	VENTA 	DOLAR
29/10/2008	3.33	3.37	4.29	4.35
28/10/2008	3.32	3.36	4.15	4.2
27/10/2008	3.26	3.3	4.08	4.13
24/10/2008	3.23	3.27	4.1	4.15
23/10/2008	3.21	3.25	4.12	4.17
22/10/2008	3.18	3.22	4.09	4.14
21/10/2008	3.17	3.21	4.15	4.2
20/10/2008	3.18	3.22	4.23	4.28
17/10/2008	3.17	3.21	4.27	4.32
16/10/2008	3.16	3.2	4.23	4.29
15/10/2008	3.15	3.19	4.26	4.32
14/10/2008	3.15	3.19	4.31	4.36
09/10/2008	3.19	3.23	4.36	4.41
08/10/2008	3.18	3.22	4.36	4.41
07/10/2008	3.17	3.21	4.3	4.36
06/10/2008	3.15	3.19	4.25	4.31
03/10/2008	3.12	3.16	4.32	4.38
02/10/2008	3.1	3.14	4.29	4.34
01/10/2008	3.09	3.13	4.35	4.4
30/09/2008	3.09	3.13	4.35	4.41
29/09/2008	3.07	3.11	4.46	4.51
26/09/2008	3.07	3.11	4.49	4.55
25/09/2008	3.07	3.11	4.48	4.54
24/09/2008	3.06	3.1	4.49	4.55
23/09/2008	3.05	3.09	4.47	4.53
22/09/2008	3.06	3.1	4.51	4.57
19/09/2008	3.07	3.11	4.43	4.49
18/09/2008	3.07	3.11	4.43	4.49
17/09/2008	3.06	3.1	4.37	4.43
16/09/2008	3.05	3.09	4.31	4.37
15/09/2008	3.04	3.08	4.32	4.38
12/09/2008	3.04	3.08	4.31	4.37
11/09/2008	3.04	3.08	4.23	4.29
10/09/2008	3.03	3.07	4.26	4.31
09/09/2008	3.01	3.05	4.28	4.34
08/09/2008	3.01	3.05	4.23	4.29
05/09/2008	3	3.04	4.27	4.33
04/09/2008	2.99	3.03	4.3	4.36
03/09/2008	2.99	3.03	4.33	4.39
02/09/2008	2.99	3.03	4.35	4.41
01/09/2008	2.98	3.02	4.63	4.42
29/08/2008	2.99	3.03	4.38	4.44
28/08/2008	2.98	3.02	4.38	4.44
27/08/2008	2.98	3.02	4.38	4.44
26/08/2008	3.01	3.04	4.45	4.58
25/08/2008	2.98	3.02	4.4	4.46
22/08/2008	2.98	3.02	4.41	4.47
21/08/2008	2.98	3.02	4.43	4.69
20/08/2008	2.98	3.02	5.55	5.63
